city,years,area,rooms,avg_heat_per_m,floor,building_type,heating_type,installation,price
Vilnius,1970,26,1,"11,70",3,Mūrinis,Centrinis,Įrengtas,40000
Palanga,1978,17,1,,2,Monolitinis,Centrinis,Įrengtas,56000
Palanga,1970,47,2,,4,Blokinis,Centriniskolektorinis,Įrengtas,107000
Vilnius,2000,159,4,,3,Mūrinis,Centriniskolektorinis,Įrengtas,159000
Radviliškio m.,1989,64,3,,4,Blokinis,Centrinis,Įrengtas,60000
Vilnius,1979,18,1,"10,62",4,Mūrinis,Centrinis,Įrengtas,33000
Panevėžys,1975,"52,54",2,"24,17",4,Blokinis,Centrinis,Įrengtas,58000
Vilnius,1974,47,2,,1,Blokinis,Centrinis,Įrengtas,72500
Šiaulių r. sav.,1959,"44,35",2,,1,Mūrinis,Kietukuru,Įrengtas,12500
Vilnius,2020,"33,46",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,124000
Vilnius,1968,"69,3",4,"49,90",1,Mūrinis,Centrinis,Įrengtas,97000
Kaunas,1965,48,2,,2,Mūrinis,Dujinis,Įrengtas,75000
Kėdainių m.,1985,64,3,,2,Blokinis,Centrinis,Įrengtas,62000
Vilnius,1990,"35,35",1,"24,39",2,Blokinis,Centrinis,Įrengtas,65000
Utenos m.,1971,"49,2",2,,2,Mūrinis,Centrinis,Įrengtas,48000
Vilnius,1959,57,2,,3,Mūrinis,Centrinis,Įrengtas,200000
Marijampolės m.,1996,50,2,,4,Mūrinis,Centrinis,Įrengtas,41500
Marijampolės m.,1969,33,1,,3,Blokinis,Centrinis,Įrengtas,31900
Kėdainių m.,1968,"62,19",3,,2,Mūrinis,Centrinis,Įrengtas,71000
Šiauliai,1963,"41,49",2,"31,53",3,Mūrinis,Centrinis,Įrengtas,50000
Palanga,2014,"31,49",2,,1,Mūrinis,Dujinis,Įrengtas,137000
Palanga,1986,60,3,,1,Blokinis,Centrinis,Įrengtas,86000
Utenos m.,1971,"70,2",3,,5,Mūrinis,Centrinis,Įrengtas,55000
Vilnius,1988,45,2,,3,Mūrinis,Centrinis,Įrengtas,83000
Vilnius,2019,35,1,,1,Mūrinis,Dujinis,Įrengtas,77900
Utenos m.,1989,50,2,,5,Mūrinis,Centrinis,Įrengtas,65000
Neringos m.,1983,"42,66",2,,1,Mūrinis,"Elektra,kita",Įrengtas,195000
Klaipėda,1982,21,1,,5,Mūrinis,Centrinis,Įrengtas,33000
Druskininkų m.,1986,"32,71",1,,4,Mūrinis,Centrinis,Įrengtas,30850
Kaunas,1962,"45,91",2,"21,12",3,Blokinis,Centrinis,Įrengtas,49500
Vilnius,2017,80,4,,1,Monolitinis,Dujinis,Įrengtas,479000
Palanga,1979,26,1,,1,Monolitinis,Elektra,Įrengtas,56000
Vilnius,1970,"78,2",4,"17,20",1,Blokinis,Centrinis,Įrengtas,92000
Vilnius,2021,"48,42",2,,4,Mūrinis,Centrinis,Įrengtas,176500
Druskininkų m.,1981,"65,28",3,,1,Mūrinis,Centrinis,Įrengtas,69900
Kaunas,1971,"35,91",2,,5,Blokinis,Centrinis,Įrengtas,44900
Vilnius,2008,"44,64",2,,9,Mūrinis,Centriniskolektorinis,Įrengtas,96900
Vilnius,2008,"44,64",2,,9,Mūrinis,Centriniskolektorinis,Įrengtas,96900
Vilnius,2021,"52,1",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,161000
Vilnius,2021,"47,02",2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,151000
Klaipėda,1964,42,2,,1,Mūrinis,Centrinis,Įrengtas,62100
Klaipėda,1964,42,2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,62500
Kaunas,1900,"72,2",3,,2,Mūrinis,Elektra,Įrengtas,242000
Kaunas,1967,"55,58",3,"31,68",4,Mūrinis,Centrinis,Įrengtas,62999
Marijampolės sav.,1990,"37,13",1,,1,Blokinis,Centrinis,Įrengtas,23900
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,1980,33,1,,9,Blokinis,Centrinis,Įrengtas,52000
Klaipėda,1967,"35,03",2,,4,Mūrinis,Centrinis,Įrengtas,52000
Kauno r. sav.,2011,"162,71",5,,1,Mūrinis,Geoterminis,Įrengtas,202000
Klaipėda,1967,"54,5",3,,2,Mūrinis,Centrinis,Įrengtas,75000
Klaipėda,1970,71,3,,4,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1967,"54,5",3,,2,Mūrinis,Centrinis,Įrengtas,75000
Klaipėda,1970,71,3,,4,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1975,64,3,,5,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1994,"38,5",1,,6,Monolitinis,Centrinis,Įrengtas,52000
Klaipėda,2006,"72,79",3,,3,Monolitinis,Centriniskolektorinis,Įrengtas,167000
Vilnius,2016,"29,13",1,,3,Blokinis,Centriniskolektorinis,Įrengtas,87000
Vilnius,1977,25,1,"20,50",9,Mūrinis,Centrinis,Įrengtas,44900
Panevėžys,1939,"29,86",2,,1,Medinis,Dujinis,Įrengtas,29000
Vilnius,1959,117,5,,5,Mūrinis,Centrinis,Įrengtas,462000
Klaipėda,1994,"66,14",3,,5,Mūrinis,Centrinis,Įrengtas,65990
Klaipėda,1970,"33,3",1,,2,Blokinis,Centrinis,Įrengtas,50000
Vilnius,1977,48,2,"39,36",9,Mūrinis,Centrinis,Įrengtas,74900
Klaipėda,1985,52,2,,3,Mūrinis,Dujinis,Įrengtas,115000
Klaipėda,1985,54,2,,3,Mūrinis,Dujinis,Įrengtas,115000
Klaipėda,1989,40,2,,5,Blokinis,Centrinis,Įrengtas,50500
Klaipėda,1989,"40,26",2,,5,Blokinis,Centrinis,Įrengtas,51000
Klaipėda,1989,"40,26",2,,5,Blokinis,Centrinis,Įrengtas,50500
Klaipėda,1988,40,2,,5,Blokinis,Centrinis,Įrengtas,50500
Klaipėda,1989,40,2,,5,Blokinis,Centrinis,Įrengtas,50500
Klaipėda,1989,40,2,,5,Blokinis,Centrinis,Įrengtas,50500
Klaipėda,1970,50,2,,9,Blokinis,Centrinis,Įrengtas,56000
Vilnius,2021,"43,12",2,,2,Blokinis,Centriniskolektorinis,Įrengtas,173000
Vilnius,1975,42,2,"28,14",5,Mūrinis,Centrinis,Įrengtas,59000
Klaipėda,2006,61,2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,84990
Klaipėda,1996,"54,33",2,,1,Mūrinis,Dujinis,Įrengtas,78800
Palanga,2021,"35,67",2,,1,Mūrinis,Centrinis,Įrengtas,117711
Vilnius,1971,"24,56",1,"15,96",5,Mūrinis,Centrinis,Įrengtas,38000
Klaipėda,1989,52,2,,3,Mūrinis,Centrinis,Įrengtas,85500
Klaipėda,1989,"51,5",2,,3,Mūrinis,Centrinis,Įrengtas,86000
Klaipėda,1989,52,2,,3,Mūrinis,Centrinis,Įrengtas,86000
Palanga,2021,"37,54",2,,2,Mūrinis,Centrinis,Įrengtas,123882
Panevėžys,1966,"29,86",1,"8,06",3,Blokinis,Centrinis,Įrengtas,31500
Vilnius,1940,79,2,,1,Mūrinis,"Elektra,kita",Įrengtas,210000
Kaunas,2020,"50,95",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,148000
Klaipėda,1969,52,2,,5,Mūrinis,"Centrinis,skystukuru",Įrengtas,59000
Klaipėda,1985,"43,09",1,,5,Blokinis,Centrinis,Įrengtas,50000
Vilnius,2021,57,3,,8,Mūrinis,Centriniskolektorinis,Įrengtas,165000
Vilnius,1977,"32,8",1,,4,Blokinis,Centrinis,Įrengtas,63500
Klaipėda,1966,71,4,,4,Mūrinis,Centrinis,Įrengtas,60000
Vilnius,1980,17,1,,1,Mūrinis,Centrinis,Įrengtas,43000
Klaipėda,1985,43,1,,5,Blokinis,Centrinis,Įrengtas,50000
Klaipėda,1985,43,1,,5,Blokinis,Centrinis,Įrengtas,50000
Klaipėda,1984,43,1,,5,Blokinis,Centrinis,Įrengtas,50000
Kaunas,1964,"52,54",3,"34,15",4,Mūrinis,Centrinis,Įrengtas,80500
Palanga,1993,84,3,,2,Mūrinis,Elektra,Įrengtas,118000
Vilnius,1992,"61,04",3,"35,40",3,Blokinis,"Centrinis,elektra",Įrengtas,34700
Vilnius,1994,"94,6",4,,2,Mūrinis,Centrinis,Įrengtas,219000
Vilnius,1994,"94,6",4,,2,Mūrinis,Centrinis,Įrengtas,219000
Kaunas,1976,37,2,"17,76",4,Blokinis,Centrinis,Įrengtas,57999
Palanga,2021,"48,75",3,,1,Mūrinis,Aeroterminis,Įrengtas,145000
Šiauliai,1989,"81,07",4,"42,16",1,Blokinis,Centrinis,Įrengtas,84900
Vilnius,1981,"50,3",2,"36,72",1,Blokinis,Centrinis,Įrengtas,85000
Klaipėda,1979,48,2,,3,Blokinis,Centrinis,Įrengtas,69500
Klaipėda,1979,47,2,,3,Blokinis,Centrinis,Įrengtas,69500
Klaipėda,1979,47,2,,3,Blokinis,Centrinis,Įrengtas,69500
Klaipėda,1979,48,2,,3,Blokinis,Centrinis,Įrengtas,69500
Vilnius,1959,57,2,,3,Mūrinis,Centrinis,Įrengtas,200000
Vilnius,1959,57,2,,3,Mūrinis,Centrinis,Įrengtas,200000
Jonavos m.,1984,"36,41",1,,5,Blokinis,Centrinis,Įrengtas,31000
Vilnius,2013,48,2,,1,Mūrinis,Dujinis,Įrengtas,139000
Vilnius,2013,48,2,,1,Mūrinis,Dujinis,Įrengtas,139000
Klaipėda,1960,42,2,,3,Mūrinis,Centrinis,Įrengtas,55000
Vilnius,2021,"32,1",1,,5,Mūrinis,"Centriniskolektorinis,dujinis",Įrengtas,129000
Vilnius,2020,"67,5",3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,174000
Kaunas,1970,"70,41",4,"35,91",1,Mūrinis,Centrinis,Įrengtas,79900
Vilnius,2018,"128,35",4,"17,97",3,Mūrinis,Centriniskolektorinis,Įrengtas,889513
Klaipėda,1971,"49,94",2,,4,Blokinis,Centrinis,Įrengtas,73000
Vilnius,1967,"54,88",3,,4,Mūrinis,Centrinis,Įrengtas,93000
Klaipėda,1993,67,3,,8,Monolitinis,Centriniskolektorinis,Įrengtas,65000
Klaipėda,1956,56,3,,2,Mūrinis,Centrinis,Įrengtas,59000
Klaipėda,1956,56,3,,2,Mūrinis,Centrinis,Įrengtas,59000
Ukmergės m.,1977,"50,02",2,,3,Blokinis,Centrinis,Įrengtas,41000
Klaipėda,1932,80,2,,2,Mūrinis,Dujinis,Įrengtas,122900
Klaipėda,1932,81,3,,2,Mūrinis,Dujinis,Įrengtas,122999
Panevėžys,1965,48,2,"21,12",5,Mūrinis,Centrinis,Įrengtas,42000
Klaipėda,2020,89,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,2020,89,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,1988,70,3,,6,Blokinis,Centrinis,Įrengtas,75000
Klaipėda,1988,70,3,,6,Blokinis,Centrinis,Įrengtas,75000
Klaipėda,1988,71,3,,6,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1988,"70,5",3,,6,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1990,82,4,,5,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1990,82,4,,5,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1981,64,3,,3,Blokinis,Centrinis,Įrengtas,66000
Klaipėda,1979,64,3,,3,Blokinis,Centrinis,Įrengtas,66000
Klaipėda,1968,46,2,,4,Mūrinis,Centrinis,Įrengtas,90000
Klaipėda,1974,33,1,,5,Blokinis,Centrinis,Įrengtas,45000
Lazdijų m.,1992,"57,75",3,,2,Mūrinis,Centrinis,Įrengtas,30000
Palanga,1980,67,3,,2,Mūrinis,Centriniskolektorinis,Įrengtas,130000
Vilnius,2003,41,1,"16,40",1,Mūrinis,Centriniskolektorinis,Įrengtas,79000
Klaipėda,1959,57,2,,3,Mūrinis,Centrinis,Įrengtas,110000
Klaipėda,1959,57,2,,3,Mūrinis,Centrinis,Įrengtas,109990
Klaipėda,2016,50,2,,4,Mūrinis,Dujinis,Įrengtas,149000
Klaipėda,2016,50,2,,4,Mūrinis,Dujinis,Įrengtas,149000
Klaipėda,2016,50,2,,4,Mūrinis,Dujinis,Įrengtas,149000
Kaunas,1994,"65,23",3,,7,Monolitinis,Centrinis,Įrengtas,99999
Alytus,1983,"50,41",2,,5,Blokinis,Centrinis,Įrengtas,40000
Klaipėda,1931,46,2,,2,Mūrinis,Elektra,Įrengtas,46000
Klaipėda,1931,46,2,,2,Mūrinis,Elektra,Įrengtas,46000
Klaipėda,1931,46,2,,2,Mūrinis,"Elektra,kita",Įrengtas,46000
Kaunas,1989,37,1,"22,57",10,Monolitinis,Centrinis,Įrengtas,42999
Klaipėda,1972,"81,53",3,,3,Mūrinis,Centrinis,Įrengtas,160000
Klaipėda,2020,89,3,,3,Blokinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,2020,89,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,2020,89,3,,3,Mūrinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,1988,"70,5",3,,6,Blokinis,Centrinis,Įrengtas,72000
Kaunas,1986,64,3,,12,Blokinis,Centrinis,Įrengtas,82200
Klaipėda,1978,64,3,,6,Blokinis,Centrinis,Įrengtas,75050
Klaipėda,1978,64,3,,6,Blokinis,Centrinis,Įrengtas,75070
Klaipėda,1972,18,1,,5,Mūrinis,Centrinis,Įrengtas,12500
Klaipėda,1967,18,1,,5,Mūrinis,Centrinis,Įrengtas,12500
Klaipėda,1980,61,3,,3,Blokinis,Centrinis,Įrengtas,78000
Kaunas,1968,"30,4",1,"13,38",5,Blokinis,Centrinis,Įrengtas,38000
Kaunas,1900,"41,2",1,"26,78",3,Mūrinis,Centrinis,Įrengtas,116000
Klaipėda,2008,89,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,139500
Trakų r. sav.,1973,"15,75",1,,3,Mūrinis,Centrinis,Įrengtas,15500
Klaipėda,1975,64,3,,3,Blokinis,Centrinis,Įrengtas,68000
Klaipėda,1975,64,3,,3,Blokinis,Centrinis,Įrengtas,68000
Kaunas,1965,"43,93",2,"22,84",1,Blokinis,Centrinis,Įrengtas,53900
Trakų r. sav.,1972,"49,84",2,,5,Mūrinis,Centrinis,Įrengtas,34999
Vilnius,2021,53,2,,1,Mūrinis,Aeroterminis,Įrengtas,149900
Kaunas,1936,"66,57",3,"11,98",5,Mūrinis,Centrinis,Įrengtas,150000
Kaunas,1936,"64,11",3,"11,54",5,Mūrinis,Centrinis,Įrengtas,150000
Kaunas,1985,"49,74",2,,5,Mūrinis,Centrinis,Įrengtas,55000
Kaunas,1976,48,2,"17,28",1,Blokinis,Centrinis,Įrengtas,69000
Kaunas,1975,48,2,"19,68",5,Blokinis,Centrinis,Įrengtas,74500
Vilnius,2014,63,2,"5,04",1,Mūrinis,Centriniskolektorinis,Įrengtas,194600
Panevėžys,2015,"37,32",2,,3,Mūrinis,Centriniskolektorinis,Įrengtas,80000
Vilnius,1959,"62,09",2,,2,Mūrinis,"Elektra,dujinis",Įrengtas,159950
Vilnius,1959,"62,09",3,,2,Mūrinis,Dujinis,Įrengtas,159950
Alytaus r. sav.,1986,55,2,,1,Mūrinis,"Centrinis,kietukuru",Įrengtas,34900
Vilnius,2014,"28,03",1,"12,33",4,Mūrinis,Centriniskolektorinis,Įrengtas,82500
Vilnius,2014,28,1,"12,32",4,Mūrinis,Centriniskolektorinis,Įrengtas,77500
Panevėžys,1960,"51,07",3,"34,73",2,Mūrinis,Centrinis,Įrengtas,75500
Klaipėda,1993,78,3,,5,Blokinis,Centrinis,Įrengtas,85000
Klaipėda,1993,78,3,,5,Blokinis,Centrinis,Įrengtas,85000
Klaipėda,1993,78,3,,5,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1993,78,3,,5,Blokinis,Centrinis,Įrengtas,85000
Vilnius,1981,67,3,,5,Blokinis,Centrinis,Įrengtas,90000
Klaipėda,1982,51,2,,5,Mūrinis,Centrinis,Įrengtas,57000
Šiauliai,1974,30,1,,2,Blokinis,Centrinis,Įrengtas,36500
Klaipėda,1970,71,4,,4,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1970,71,3,,4,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1975,71,4,,4,Mūrinis,Centrinis,Įrengtas,84900
Klaipėda,1970,71,3,,4,Mūrinis,Centrinis,Įrengtas,85000
Klaipėda,1970,71,4,,4,Mūrinis,Centrinis,Įrengtas,85000
Vilnius,2004,70,3,,3,Mūrinis,Dujinis,Įrengtas,118900
Šiauliai,1975,14,1,,3,Mūrinis,Centrinis,Įrengtas,13600
Vilnius,1940,"54,52",3,"43,62",1,Mūrinis,Centrinis,Įrengtas,155000
Vilnius,2006,"75,58",3,,11,Mūrinis,Centriniskolektorinis,Įrengtas,220000
Klaipėda,1940,61,3,,2,Mūrinis,"Dujinis,kietukuru",Įrengtas,124990
Klaipėda,1940,61,3,,2,Mūrinis,Dujinis,Įrengtas,124990
Kaunas,1978,"51,11",2,,4,Blokinis,Centrinis,Įrengtas,63990
Klaipėda,1986,33,1,,5,Blokinis,Centrinis,Įrengtas,40000
Klaipėda,1983,33,1,,5,Blokinis,Centrinis,Kita,40500
Klaipėda,1983,33,1,,5,Blokinis,Centrinis,Įrengtas,40500
Klaipėda,1983,"33,43",1,,5,Blokinis,Centrinis,Įrengtas,40000
Vilnius,1987,"25,18",1,"12,59",2,Mūrinis,Centrinis,Įrengtas,57500
Palanga,2015,"31,31",2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,105000
Klaipėda,1969,"47,1",2,,2,Blokinis,Centrinis,Įrengtas,65000
Klaipėda,1980,35,1,,6,Mūrinis,Centriniskolektorinis,Įrengtas,65500
Klaipėda,1963,34,1,,1,Mūrinis,Elektra,Įrengtas,52000
Klaipėda,1963,34,1,,1,Mūrinis,"Centrinis,elektra",Įrengtas,52000
Klaipėda,1963,34,1,,1,Mūrinis,Centrinis,Įrengtas,52000
Akmenės r. sav.,1980,"46,99",2,,4,Blokinis,Centrinis,Įrengtas,19000
Klaipėda,1974,64,3,,9,Blokinis,Centrinis,Įrengtas,77700
Klaipėda,1974,64,3,,9,Blokinis,Centrinis,Įrengtas,77700
Klaipėda,1952,"50,76",2,,1,Mūrinis,Centrinis,Įrengtas,65000
Palanga,2016,71,2,,3,Mūrinis,Dujinis,Įrengtas,206000
Kupiškio m.,1981,"47,34",2,,3,Mūrinis,Centrinis,Įrengtas,9100
Kaunas,1972,"35,38",1,,2,Mūrinis,Centrinis,Įrengtas,41999
Kaunas,1969,"105,5",4,,3,Mūrinis,Dujinis,Įrengtas,215000
Klaipėda,2007,66,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,112000
Klaipėda,2006,67,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Klaipėda,2006,"66,67",3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Klaipėda,2007,66,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Klaipėda,2006,"66,8",3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Klaipėda,2008,67,3,,1,Mūrinis,Centriniskolektorinis,Įrengtas,111500
Klaipėda,1972,72,3,,5,Mūrinis,Centrinis,Įrengtas,70000
Klaipėda,1966,27,1,,1,Mūrinis,Centriniskolektorinis,Įrengtas,45000
Klaipėda,1977,"65,4",3,,9,Blokinis,Centrinis,Įrengtas,56000
Klaipėda,1977,"65,4",3,,9,Blokinis,Centrinis,Įrengtas,57500
Klaipėda,1977,64,3,,9,Blokinis,Centrinis,Įrengtas,56000
Klaipėda,1977,64,3,,9,Blokinis,Centrinis,Įrengtas,58500
Palanga,2010,80,3,,3,Mūrinis,Elektra,Įrengtas,160000
Palanga,2008,"46,08",2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,140000
Palanga,2008,29,1,,1,Mūrinis,Centriniskolektorinis,Įrengtas,92000
Vilnius,1972,42,2,,2,Mūrinis,Centrinis,Įrengtas,52500
Vilnius,1696,"64,12",3,"30,14",5,Blokinis,Centrinis,Įrengtas,87000
Vilnius,1981,22,1,,1,Mūrinis,Centrinis,Įrengtas,55000
Vilnius,1940,"68,27",3,,2,Mūrinis,Dujinis,Įrengtas,229000
Kaunas,1964,31,2,,2,Mūrinis,Elektra,Įrengtas,62000
Kaunas,1964,32,2,,2,Mūrinis,"Elektra,kita",Įrengtas,59000
Kaunas,2020,31,2,,2,Mūrinis,Elektra,Įrengtas,62000
Klaipėda,2010,78,3,,6,Monolitinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,2010,78,3,,6,Monolitinis,Centriniskolektorinis,Įrengtas,155000
Klaipėda,1990,56,2,,10,Blokinis,Centriniskolektorinis,Įrengtas,63000
Šiauliai,2007,"91,76",3,,1,Mūrinis,Dujinis,Įrengtas,178000
Kaunas,1994,67,3,,3,Mūrinis,Centrinis,Įrengtas,95000
Klaipėda,1977,64,3,,9,Blokinis,Centrinis,Įrengtas,56000
Kaunas,1920,91,4,,1,Mūrinis,Dujinis,Įrengtas,180000
Kaunas,1965,"17,9",1,,4,Mūrinis,Centrinis,Įrengtas,22900
Klaipėda,1969,52,2,,5,Mūrinis,Centrinis,Įrengtas,59000
Klaipėda,1967,47,2,,4,Mūrinis,Centrinis,Įrengtas,72999
Vilnius,1968,"33,03",1,"19,82",1,Mūrinis,Centrinis,Įrengtas,82000
Klaipėda,1959,78,3,,3,Mūrinis,Centrinis,Įrengtas,125000
Klaipėda,1977,49,2,,9,Blokinis,Centrinis,Įrengtas,55990
Klaipėda,1977,"49,11",2,,9,Blokinis,Centrinis,Įrengtas,56000
Klaipėda,1977,"49,11",2,,9,Blokinis,Centrinis,Įrengtas,55990
Klaipėda,2008,56,2,,8,Mūrinis,Centriniskolektorinis,Įrengtas,113000
Ukmergės m.,1964,"53,84",3,,5,Mūrinis,Centrinis,Įrengtas,40000
Kaunas,2021,51,3,,2,Mūrinis,Dujinis,Įrengtas,91400
Klaipėda,1977,64,3,,3,Blokinis,Centrinis,Įrengtas,87000
Klaipėda,1975,64,3,,5,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1975,64,3,,5,Blokinis,Centrinis,Įrengtas,72000
Klaipėda,1975,64,3,,5,Blokinis,Centrinis,Įrengtas,72000
Kaunas,1965,64,3,,5,Mūrinis,Centrinis,Įrengtas,59500
Kaunas,1969,"47,59",2,"19,04",2,Blokinis,Centrinis,Įrengtas,75500
Palanga,2015,39,2,,5,Mūrinis,Centriniskolektorinis,Įrengtas,108000
Kaunas,1992,"98,55",3,,1,Mūrinis,Centrinis,Įrengtas,109000
Vilnius,1970,17,1,,2,Mūrinis,Centrinis,Įrengtas,36999
Šiauliai,1980,"50,8",2,"29,97",5,Blokinis,Centrinis,Įrengtas,51500
Vilnius,2018,"59,38",2,,4,Mūrinis,Dujinis,Įrengtas,129000
Vilnius,2018,"59,38",2,,4,Mūrinis,Dujinis,Įrengtas,129000
Kaunas,1960,"40,47",2,"32,38",4,Mūrinis,Centrinis,Įrengtas,44700
Kaunas,1994,179,4,,1,Mūrinis,Dujinis,Įrengtas,189000
Šiauliai,1977,34,2,"22,78",1,Mūrinis,Centrinis,Įrengtas,25000
Šiauliai,1997,37,1,"19,24",5,Mūrinis,Centrinis,Įrengtas,35399
Kaunas,1934,79,3,,1,Rąstinis,"Kietukuru,kita",Įrengtas,89000
Vilnius,2015,"49,75",2,,2,Mūrinis,Centriniskolektorinis,Įrengtas,149000
Šalčininkų m.,1962,"39,26",2,,2,Mūrinis,Centrinis,Įrengtas,61000
Klaipėda,1974,70,3,,3,Blokinis,Centrinis,Įrengtas,66000
Klaipėda,1979,"68,15",3,,3,Blokinis,Centrinis,Įrengtas,66000
Palanga,2008,"69,57",3,,1,Mūrinis,Dujinis,Įrengtas,360000
Vilnius,1986,68,3,"42,84",8,Blokinis,Centrinis,Įrengtas,99000
Vilnius,1996,"143,72",4,"68,99",3,Mūrinis,Centriniskolektorinis,Įrengtas,233000
Kaunas,1932,"43,55",2,,1,Rąstinis,Dujinis,Įrengtas,57000
Kaunas,1988,"36,5",1,,3,Blokinis,Centrinis,Įrengtas,47000
Utenos m.,1940,"63,2",3,,1,Medinis,Centrinis,Įrengtas,65000
Vilnius,1983,"50,13",2,,1,Mūrinis,Centriniskolektorinis,Įrengtas,99500
Vilnius,2010,35,1,"11,20",1,Mūrinis,Centriniskolektorinis,Įrengtas,80000
Vilnius,1982,13,1,"9,10",1,Mūrinis,Centrinis,Įrengtas,36900
Vilnius,1966,18,1,"9,36",3,Mūrinis,Centrinis,Įrengtas,43000
Vilnius,1982,21,1,"14,70",3,Mūrinis,Centrinis,Įrengtas,61900
Vilnius,1982,20,1,"14,00",3,Mūrinis,Centrinis,Įrengtas,57900
Vilnius,1982,37,2,"25,90",1,Mūrinis,Centrinis,Įrengtas,133800
Klaipėda,1969,26,1,,2,Mūrinis,Centrinis,Įrengtas,41500
Kaunas,2008,102,4,"34,68",10,Mūrinis,Centrinis,Įrengtas,149999
Klaipėda,1978,"55,12",2,,6,Blokinis,Centrinis,Įrengtas,71000
Šilalės m.,1920,"25,57",2,,1,Medinis,Kietukuru,Įrengtas,7500
Neringos m.,2006,"18,05",1,,1,Mūrinis,Elektra,Įrengtas,90000
Vilniaus r. sav.,1950,"37,12",2,,1,Mūrinis,Kietukuru,Įrengtas,37900
Telšių m.,1976,"64,5",4,,2,Mūrinis,Centrinis,Įrengtas,62000
Mažeikių m.,1981,"64,73",3,,2,Blokinis,Centrinis,Įrengtas,60300
Mažeikių m.,1981,"64,73",3,,2,Blokinis,Centriniskolektorinis,Įrengtas,62000
Kaunas,1999,"51,44",2,,1,Mūrinis,"Centrinis,elektra,kita",Įrengtas,88000
Klaipėda,1988,90,4,,4,Blokinis,Centrinis,Įrengtas,68000
Palanga,1975,34,2,,4,Mūrinis,Centriniskolektorinis,Įrengtas,89500
Vilnius,1940,73,3,,2,Mūrinis,Centrinis,Įrengtas,220000
Vilnius,1968,25,1,"22,00",2,Mūrinis,Centrinis,Įrengtas,55500
Vilnius,1968,25,1,"22,00",2,Mūrinis,Centrinis,Įrengtas,55500
Palanga,2006,"52,21",2,,4,Mūrinis,Dujinis,Įrengtas,165000
Klaipėda,1977,48,2,,1,Blokinis,Centrinis,Įrengtas,62999
Kaunas,1980,20,1,"12,40",2,Mūrinis,Centrinis,Įrengtas,23000
Kaunas,1960,57,3,"29,64",3,Mūrinis,Centriniskolektorinis,Įrengtas,85000
Kaunas,1979,"44,64",2,,5,Blokinis,Centrinis,Įrengtas,63999
Klaipėda,1971,58,3,,4,Mūrinis,Centrinis,Įrengtas,82000
Klaipėda,1971,"58,33",3,,4,Mūrinis,Centrinis,Įrengtas,82000
Klaipėda,1958,"39,02",2,,2,Mūrinis,Dujinis,Įrengtas,64000
Klaipėda,1958,"39,02",2,,2,Mūrinis,Dujinis,Įrengtas,64000
Klaipėda,1978,"79,9",3,,9,Blokinis,Centrinis,Įrengtas,74990
Klaipėda,1949,"12,5",1,,3,Mūrinis,Centrinis,Įrengtas,22000
Vilnius,1956,"76,53",4,"65,82",2,Mūrinis,Centrinis,Įrengtas,185000
Vilnius,1944,67,3,"42,21",2,Mūrinis,Centrinis,Įrengtas,159000
Kauno r. sav.,1969,"45,82",2,,1,Mūrinis,Kietukuru,Įrengtas,57500
